cluster,label
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,watermelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
0,muskmelon
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
2,apple
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
1,orange
6,orange
6,orange
6,orange
1,orange
6,orange
6,orange
6,orange
1,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
1,orange
6,orange
6,orange
6,orange
1,orange
1,orange
6,orange
6,orange
6,orange
6,orange
6,orange
1,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
1,orange
6,orange
6,orange
6,orange
1,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
1,orange
1,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
1,orange
6,orange
1,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
1,orange
6,orange
6,orange
6,orange
6,orange
6,orange
6,orange
1,orange
1,orange
6,orange
6,orange
6,orange
1,orange
6,orange
1,orange
1,orange
6,orange
6,orange
1,orange
1,orange
1,orange
6,orange
6,orange
6,orange
6,orange
4,papaya
1,papaya
1,papaya
4,papaya
1,papaya
4,papaya
4,papaya
4,papaya
4,papaya
1,papaya
1,papaya
1,papaya
4,papaya
1,papaya
1,papaya
1,papaya
1,papaya
1,papaya
4,papaya
1,papaya
1,papaya
1,papaya
1,papaya
4,papaya
1,papaya
4,papaya
4,papaya
1,papaya
1,papaya
1,papaya
1,papaya
1,papaya
1,papaya
1,papaya
1,papaya
1,papaya
1,papaya
4,papaya
1,papaya
4,papaya
4,papaya
4,papaya
1,papaya
1,papaya
1,papaya
1,papaya
1,papaya
1,papaya
1,papaya
1,papaya
1,papaya
4,papaya
1,papaya
1,papaya
1,papaya
0,papaya
1,papaya
1,papaya
4,papaya
4,papaya
6,papaya
1,papaya
4,papaya
0,papaya
1,papaya
1,papaya
1,papaya
1,papaya
0,papaya
1,papaya
0,papaya
1,papaya
4,papaya
1,papaya
1,papaya
4,papaya
1,papaya
4,papaya
1,papaya
0,papaya
1,papaya
1,papaya
4,papaya
4,papaya
4,papaya
1,papaya
1,papaya
4,papaya
1,papaya
0,papaya
6,papaya
4,papaya
1,papaya
4,papaya
1,papaya
1,papaya
1,papaya
4,papaya
4,papaya
4,papaya
4,coconut
4,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
4,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
4,coconut
4,coconut
6,coconut
6,coconut
6,coconut
6,coconut
4,coconut
6,coconut
6,coconut
6,coconut
6,coconut
4,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
4,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
4,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
6,coconut
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
0,cotton
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
4,jute
